Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leased,Post Code,Depreciation (£),PDC (£),Leases and rent (£),Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Management (Hard and Soft FM) costs (£),Facilities management services provision PFI Contractor (SPV) costs (£),Facilities management services delivery PFI Management (Trust) costs (£),Gross internal floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Clinical space - other (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Non-clinical space - other (m²),Retail sales area (m²),111 Contact Centre (m²),999 Contact Centre (to include empty & fall back desks) (m²),PTS Contact Centre (m²),Hub (make ready station) (m²),Spoke (m²),Ambulance Station (excludes deployment points with no premises costs) (m²),Ambulance Station (PTS) (m²),Training (m²),Corporate (m²),Fleet Workshop (m²),HART (Hazardous Area Response Team) (m²),Masts (m²),Logistics Store (m²),Other (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - clinical space (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),CHP units operated on the site (No.),CHP unit/s size - electrical (watts),CHP unit/s size - thermal (watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Have you dumped/discharged energy in the last year (Yes/No),How many kWh were discharged to waste (kWh),Electricity costs (£),Electricity consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Coal costs (£),Coal consumed (kWh),Electricity costs - green energy tariff (£),Electricity consumed - green energy tariff (kWh),Electricity costs - third party owned renewable (£),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel costs - renewable (£),Non-fossil fuel consumed - renewable (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Electrical energy output of owned onsite renewables (kWh),Energy service provision PFI Contractor (SPV) costs (£),Energy service delivery PFI Management (Trust) costs (£),Water and sewerage cost (£),Water volume (including borehole) (m³),Water and sewage services provision PFI Contractor (SPV) costs (£),Water and sewage services delivery PFI Management (Trust) costs (£),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste processed on site cost (£),Clinical waste processed on site volume (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (textiles) cost (£),Domestic waste (textiles) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste processed on site cost (£),Domestic waste processed on site volume (Tonnes),Confidential waste cost (£),Confidential waste volume (Tonnes),Other waste costs (£),Waste management services provision PFI Contractor (SPV) costs (£),Waste management services delivery PFI Management (Trust) costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Car parking services provision PFI Contractor (SPV) costs (£),Car parking services delivery PFI Management (Trust) costs (£),Cleaning service cost (£),Cleaning staff (WTE),Cleaning services provision PFI Contractor (SPV) costs (£),Cleaning services delivery PFI Management (Trust) costs (£),Inpatient food service cost (£),Inpatient main meals requested (No.),Hostess meal service (Select),Inpatient food services provision PFI Contractor (SPV) costs (£),Inpatient services delivery PFI Management (Trust) costs (£),Laundry and linen service used (Select),Laundry service cost (£),Linen service cost (£),Laundered pieces per annum (No.),Onsite laundry (Select),Linen services provision PFI Contractor (SPV) costs (£),Linen services delivery PFI Management (Trust) costs (£),Portering service cost (£),Portering staff (WTE),Portering services provision PFI Contractor (SPV) costs (£),Portering services delivery PFI Management (Trust) costs (£)
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0A01,ISLAND SITE,1. General acute hospital,2. Whole site - Private Finance Initiative (PFI),,M13 9WL,8524748.00,10056305.00,11956352.00,3833669.00,29537776.00,0.00,Not Applicable,9701666.00,220454.00,2533222.00,152043.00,5364482.00,996579.00,0.00,2629829.00,292119.00,100.00,823776.00,6.00,0.00,504.00,11687.00,1812.00,116446.00,543.00,544.00,172.00,9042.00,720.00,0.00,71312.00,1684.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,5.00,0.00,291.00,26.00,71.00,275000.00,5946156.00,4214957.00,10462956.00,0.00,0.00,88.94,4.69,0.38,0.38,0.00,0.00,5.61,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,6391316.00,53112641.00,2161994.00,88643074.00,19500.00,280800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,941361.00,346342.00,0.00,0.00,238863.00,487.37,318877.00,641.63,298159.00,600.03,0.00,0.00,0.00,0.00,25099.00,133.85,25421.00,134.59,0.00,0.00,266190.00,1409.31,0.00,0.00,41540.00,298.97,507182.00,0.00,0.00,2345580.00,4279.00,263.00,15.00,0.83,0.13,No,0.00,0.00,9493590.00,232.61,0.00,0.00,5512105.00,1194159.00,Partial hostess service,0.00,0.00,1. Contracted – Full service,2423942.00,Not Applicable,5604815.00,No,0.00,0.00,2467811.00,73.70,0.00,0.00
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0A07,WYTHENSHAWE HOSPITAL,1. General acute hospital,2. Whole site - Private Finance Initiative (PFI),,M23 9LT,5882643.00,5688278.00,2065998.00,1896341.00,8439166.00,0.00,Not Applicable,5217648.00,0.00,1561109.00,866946.00,4612594.00,672407.00,0.00,0.00,124998.00,99.00,275886.00,28.00,0.00,0.00,3099.00,738.00,75328.00,0.00,217.00,196.00,1356.00,411.00,0.00,43452.00,201.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,37.00,17.00,0.00,7.00,174.00,130.00,4.00,0.00,10660284.00,7486313.00,5752741.00,0.00,36.51,6.35,17.46,0.00,28.57,3.17,0.00,7.94,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2443855.00,20770373.00,916234.00,39334764.00,2250.00,32400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90927.00,0.00,0.00,631479.00,190297.00,0.00,0.00,39237.00,93.20,264069.00,895.15,6951.00,33.42,0.00,0.00,0.00,0.00,8695.00,66.88,0.00,0.00,0.00,0.00,91035.00,700.27,0.00,0.00,53175.00,148.51,628509.00,0.00,0.00,342867.00,3026.00,100.00,6.00,1.50,0.08,No,0.00,0.00,8282519.00,268.09,0.00,0.00,3786624.00,943304.00,Complete hostess service,0.00,0.00,1. Contracted – Full service,1821161.00,Not Applicable,4175351.00,No,0.00,0.00,2514038.00,84.35,0.00,0.00
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0A09,TRAFFORD GENERAL HOSPITAL,1. General acute hospital,1. Freehold,,M41 5SL,851707.00,829262.00,77952.00,613138.00,0.00,0.00,Not Applicable,1466391.00,15036.00,137036.00,0.00,1366409.00,301950.00,Not Applicable,Not Applicable,46818.00,100.00,132027.00,9.54,3.20,0.00,195.00,163.00,32806.00,366.00,49.00,146.00,1650.00,1168.00,0.00,10275.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,14.00,6.00,6.00,0.00,32.00,2.00,0.00,0.00,6023208.00,1384910.00,2887940.00,0.00,2.17,9.49,28.67,20.80,12.57,1.65,1.62,23.03,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,707191.00,5670572.00,427460.00,12214869.00,2040.00,29376.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,218212.00,52024.00,Not Applicable,Not Applicable,9220.00,16.66,18311.00,59.00,29400.00,56.88,0.00,0.00,0.00,0.00,11147.00,46.47,5787.00,54.30,0.00,0.00,28952.00,102.06,0.00,0.00,8336.00,60.00,0.00,Not Applicable,Not Applicable,55409.00,864.00,42.00,2.00,0.00,0.09,No,Not Applicable,Not Applicable,1652261.00,43.71,Not Applicable,Not Applicable,788729.00,215024.00,Partial hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,226269.00,Not Applicable,620209.00,Not Applicable,Not Applicable,Not Applicable,440810.00,14.80,Not Applicable,Not Applicable
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0A47,DERMOTT MURPHY CLOSE - LONG STAY UNIT,8. Other inpatient,1. Freehold,,M20 1FQ,0.00,0.00,173626.00,0.00,0.00,0.00,Not Applicable,0.00,0.00,0.00,6644.00,1621.00,6031.00,Not Applicable,Not Applicable,1717.00,100.00,4636.00,0.00,0.00,0.00,0.00,0.00,1717.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,10187.00,81947.00,9388.00,403298.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,9387.00,1798.00,Not Applicable,Not Applicable,842.00,2.00,5299.00,15.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1647.00,12.67,0.00,0.00,103.00,0.29,0.00,Not Applicable,Not Applicable,4798.00,14.00,4.00,0.00,1.50,0.08,No,Not Applicable,Not Applicable,67996.00,4.28,Not Applicable,Not Applicable,111493.00,24090.00,Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,22394.00,Not Applicable,62002.00,No,Not Applicable,Not Applicable,0.00,0.00,Not Applicable,Not Applicable
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0A49,BUCCLEUCH LODGE,8. Other inpatient,1. Freehold,,M20 2XA,58586.00,54046.00,0.00,0.00,0.00,0.00,Not Applicable,79554.00,0.00,0.00,7406.00,1807.00,6723.00,Not Applicable,Not Applicable,1914.00,100.00,5168.00,0.00,0.00,0.00,0.00,0.00,1914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,16475.00,119475.00,16453.00,602246.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,15148.00,4463.00,Not Applicable,Not Applicable,1023.00,2.43,466.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.00,0.99,0.00,0.00,103.00,0.29,0.00,Not Applicable,Not Applicable,5348.00,217.00,0.00,0.00,1.50,0.08,No,Not Applicable,Not Applicable,75798.00,2.88,Not Applicable,Not Applicable,67673.00,15330.00,Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,10743.00,Not Applicable,29743.00,No,Not Applicable,Not Applicable,21974.00,1.00,Not Applicable,Not Applicable
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0AORS,OTHER REPORTABLE SITES,Other Reportable Site,,,M13 9WL,884050.00,851491.00,897456.00,817516.00,0.00,0.00,0.00,1282452.00,19189.00,215338.00,153134.00,929240.00,171764.00,Not Applicable,Not Applicable,62469.00,100.00,98514.00,Not Applicable,Not Applicable,0.00,32.00,0.00,27083.00,2005.00,0.00,50.00,481.00,0.00,0.00,18205.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.47,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.04,2.17,11.96,15.22,9.78,6.52,1.09,15.22,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,545771.00,3740757.00,226797.00,8288716.00,2021.00,29095.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8871.00,Not Applicable,Not Applicable,200084.00,25717.00,Not Applicable,Not Applicable,11849.00,24.80,5376.00,17.39,15712.00,29.97,0.00,0.00,0.00,0.00,7221.00,46.57,0.00,0.00,2216.00,10.15,23251.00,131.16,0.00,0.00,2225.00,14.17,13300.00,Not Applicable,Not Applicable,39726.00,309.00,30.00,4.00,0.00,0.09,No,Not Applicable,Not Applicable,1414759.00,25.01,Not Applicable,Not Applicable,0.00,0.00,No hostess,Not Applicable,Not Applicable,1. Contracted – Full service,57057.00,Not Applicable,128978.00,No,Not Applicable,Not Applicable,342013.00,7.26,Not Applicable,Not Applicable
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST ,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - LARGE,R0B01,SUNDERLAND ROYAL HOSPITAL,1. General acute hospital,1. Freehold,,SR7 4TP,3598810.00,4501916.00,0.00,1958802.00,987832.00,204972.00,Not Applicable,3877156.00,82558.00,2792394.00,421272.00,4782909.00,187408.00,Not Applicable,Not Applicable,125398.00,98.67,305451.00,11.33,0.00,0.00,357.00,908.00,95657.00,1493.00,419.00,1263.00,1436.00,1482.00,100.00,20734.00,25.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,1.25,0.00,123.00,114.00,61.00,503700.00,1771500.00,1972450.00,2473607.00,1.84,24.11,24.39,10.27,30.91,1.07,0.28,0.00,7.13,1.00,1500000.00,1667000.00,73.00,20500788.00,6681000.00,8293758.00,0.00,0.00,Yes,4174000.00,1138731.00,7917626.00,1037756.00,45213852.00,12691.00,152134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,495087.00,195746.00,Not Applicable,Not Applicable,40186.00,32.43,130838.00,74.00,150040.00,398.00,0.00,0.00,0.00,0.00,38059.00,453.00,0.00,0.00,0.00,0.00,53810.00,292.00,0.00,0.00,13127.00,66.00,289370.00,Not Applicable,Not Applicable,33900.00,1714.00,86.00,28.00,1.33,0.18,Yes,Not Applicable,Not Applicable,4679000.00,188.00,Not Applicable,Not Applicable,2519614.00,1028762.00,Partial hostess service,Not Applicable,Not Applicable,4. Hybrid,1.00,1115036.00,4094567.00,No,Not Applicable,Not Applicable,2095762.00,86.40,Not Applicable,Not Applicable
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST ,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - LARGE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1. General acute hospital,1. Freehold,,NE34 0PL,2097565.00,1951274.00,0.00,656000.00,76188.00,0.00,Not Applicable,2256005.00,102007.00,463238.00,63981.00,2072918.00,404734.00,Not Applicable,Not Applicable,53442.00,85.48,109445.00,14.04,2.00,0.00,456.00,605.00,24915.00,775.00,310.00,580.00,5831.00,501.00,0.00,11710.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,12.60,13.60,17.40,1.50,48.00,42.00,10.00,311610.00,4394720.00,6257667.00,1221004.00,0.81,0.00,5.19,43.95,1.39,23.11,0.00,0.00,25.55,1.00,531000.00,630000.00,76.00,7980321.00,3326810.00,2741575.00,0.00,0.00,Yes,660550.00,487126.00,3437637.00,697194.00,25744420.00,32332.00,528434.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116795.00,0.00,0.00,0.00,Not Applicable,Not Applicable,315161.00,91110.00,Not Applicable,Not Applicable,50377.00,31.24,33421.00,69.63,22701.00,129.36,0.00,0.00,0.00,0.00,6485.00,97.58,0.00,0.00,0.00,0.00,24513.00,224.96,0.00,0.00,24094.00,38.10,213838.00,Not Applicable,Not Applicable,12850.00,876.00,32.00,0.00,1.50,0.09,None,Not Applicable,Not Applicable,2155740.00,82.83,Not Applicable,Not Applicable,1639098.00,266042.00,Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,452536.00,Not Applicable,1214072.00,No,Not Applicable,Not Applicable,1294895.00,45.73,Not Applicable,Not Applicable
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST ,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - LARGE,R0B0RS,OTHER REPORTABLE SITES,Other Reportable Site,,,,297904.00,348185.00,5413948.00,406615.00,0.00,20672.00,0.00,189151.00,0.00,126927.00,28953.00,242647.00,100463.00,Not Applicable,Not Applicable,32604.00,94.69,88502.00,Not Applicable,Not Applicable,0.00,0.00,0.00,20172.00,384.00,0.00,30.00,6108.00,0.00,0.00,5291.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,10.48,2.73,2.45,1.88,24.00,10.00,0.00,890761.00,1778650.00,1231483.00,1030859.00,33.33,9.62,17.32,14.34,18.63,1.92,1.66,0.33,2.85,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,327091.00,1899455.00,147380.00,4078141.00,0.00,410.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.00,0.00,0.00,0.00,Not Applicable,Not Applicable,47744.00,9646.00,Not Applicable,Not Applicable,1798.00,1.36,4762.00,3.87,11207.00,58.99,0.00,0.00,0.00,0.00,9292.00,38.86,0.00,0.00,0.00,0.00,6283.00,35.33,0.00,0.00,4921.00,12.11,3078.00,Not Applicable,Not Applicable,300.00,411.00,18.00,4.00,1.42,0.14,No,Not Applicable,Not Applicable,219035.00,10.48,Not Applicable,Not Applicable,0.00,0.00,No hostess,Not Applicable,Not Applicable,1. Contracted – Full service,9539.00,Not Applicable,32895.00,No,Not Applicable,Not Applicable,50598.00,2.04,Not Applicable,Not Applicable
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST ,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - LARGE,R0B0U,ST BENEDICT'S HOSPICE (MONKWEARMOUTH HOSPITAL),8. Other inpatient,1. Freehold,,SR2 0NY,225474.00,368421.00,0.00,134820.00,0.00,0.00,Not Applicable,68451.00,0.00,0.00,4678.00,26573.00,29592.00,Not Applicable,Not Applicable,3193.00,100.00,7703.00,2.88,0.00,0.00,0.00,0.00,1886.00,0.00,0.00,0.00,613.00,0.00,0.00,694.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,9.90,14.00,0.00,0.00,0.00,0.00,105000.00,55000.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,57740.00,324847.00,31959.00,607247.00,393.00,8164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50879.00,Not Applicable,Not Applicable,12527.00,2690.00,Not Applicable,Not Applicable,257.00,0.27,171.00,0.36,116.00,0.66,0.00,0.00,0.00,0.00,1476.00,7.37,0.00,0.00,0.00,0.00,2491.00,16.70,0.00,0.00,656.00,1.33,0.00,Not Applicable,Not Applicable,0.00,74.00,5.00,1.00,0.00,0.00,None,Not Applicable,Not Applicable,167756.00,6.04,Not Applicable,Not Applicable,130710.00,14594.00,Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,17514.00,Not Applicable,48533.00,No,Not Applicable,Not Applicable,55737.00,2.00,Not Applicable,Not Applicable
