Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leased,Post Code,Depreciation (£),PDC (£),Leases and rent (£),Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Management (Hard and Soft FM) costs (£),FM services - PFI Contractor (SPV) costs (£),FM services - PFI Management (Trust) costs (£),Gross internal floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Clinical space - other (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Non-clinical space - other (m²),Retail sales area (m²),111 Contact Centre (m²),999 Contact Centre (to include empty & fall back desks) (m²),PTS Contact Centre (m²),Hub (make ready station) (m²),Spoke (m²),Ambulance Station (excludes deployment points with no premises costs) (m²),Ambulance Station (PTS) (m²),Training (m²),Corporate (m²),Fleet Workshop (m²),HART (Hazardous Area Response Team) (m²),Masts (m²),Logistics Store (m²),Other (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - clinical space (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Percentage of GIA that has had a risk adjusted backlog review (Select),Methodology used to review costs to eradicate backlog (Select),Methodology used to review costs to eradicate backlog - Reason (Notes),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),CHP units operated on the site (No.),CHP unit/s size - electrical (kW),CHP unit/s size - thermal (kW),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Have you dumped/discharged energy in the last year (Yes/No),How many kWh were discharged to waste (kWh),Electricity costs (£),Electricity consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Coal costs (£),Coal consumed (kWh),Electricity costs - green energy tariff (£),Electricity consumed - green energy tariff (kWh),Electricity costs - third party owned renewable (£),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel costs - renewable (£),Non-fossil fuel consumed - renewable (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Electrical energy output of owned onsite renewables (kWh),Energy - PFI Contractor (SPV) costs (£),Energy - PFI Management (Trust) costs (£),Water and sewerage cost (£),Water volume (including borehole) (m³),Water services - PFI Contractor (SPV) costs (£),Water services - PFI Management (Trust) costs (£),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste processed on site cost (excluding incineration) (£),Clinical waste processed on site volume (excluding incineration) (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (textiles) cost (£),Domestic waste (textiles) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste processed on site cost (excluding incineration) (£),Domestic waste processed on site volume (excluding incineration) (Tonnes),Confidential waste cost (£),Confidential waste volume (Tonnes),Other waste costs (£),Waste - PFI Contractor (SPV) costs (£),Waste - PFI Management (Trust) costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Car parking - PFI Contractor (SPV) costs (£),Car parking - PFI Management (Trust) costs (£),Cleaning service cost (£),Cleaning staff (WTE),Cleanliness - PFI Contractor (SPV) costs (£),Cleanliness - PFI Management (Trust) costs (£),Type of food service (Select),Inpatient food service cost (£),Inpatient main meals requested (No.),Hostess meal service (Select),Other patient food services costs (£),Patient food services - PFI Contractor (SPV) costs (£),Patient food services - PFI Management (Trust) costs (£),Laundry and linen service used (Select),Laundry and linen service cost (£),Laundry service cost (£),Linen service cost (£),Laundered pieces per annum (No.),Other laundry and linen costs (£),Onsite laundry (Select),Laundry & Linen - PFI Contractor (SPV) costs (£),Laundry & Linen - PFI Management (Trust) costs (£),Portering service cost (£),Portering staff (WTE),Portering services - PFI Contractor (SPV) costs (£),Portering services - PFI Management (Trust) costs (£)
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0A01,ISLAND SITE,1. General acute hospital,2. Whole site - Private Finance Initiative (PFI),,M13 9WL,8278122.00,10518906.00,8314959.00,3989682.00,29810609.00,0.00,Not Applicable,9986500.00,222878.00,2338935.00,201085.00,5073585.00,0.00,1024465.00,2909579.00,292119.00,100.00,823776.00,6.00,0.00,504.00,11687.00,1812.00,116446.00,543.00,544.00,172.00,9042.00,720.00,0.00,71312.00,1684.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,5.00,0.00,291.00,26.00,71.00,0.00,4613200.00,3860160.00,9664706.00,81 - 100%,Formal 6 facet survey,Not Applicable,0.00,0.00,89.00,5.00,0.00,0.00,0.00,0.00,6.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,1399988.00,81656161.00,59950.00,951087.00,0.00,0.00,5561261.00,51946318.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,869438.00,270540.00,0.00,0.00,250600.00,492.16,420542.00,825.90,235573.00,462.64,0.00,0.00,0.00,0.00,37256.00,192.52,29118.00,150.46,0.00,0.00,232330.00,1200.55,0.00,0.00,40170.00,357.42,436790.00,0.00,0.00,2338779.00,4247.00,244.00,14.00,1.00,0.00,No,0.00,0.00,9889648.00,313.00,0.00,0.00,Inpatient meals only,5439491.00,1118804.00,Complete hostess service,0.00,0.00,0.00,1. Contracted – Full service,2211893.00,Not Applicable,Not Applicable,4859548.00,0.00,No,0.00,0.00,2309386.00,76.00,0.00,0.00
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0A07,WYTHENSHAWE HOSPITAL,1. General acute hospital,2. Whole site - Private Finance Initiative (PFI),,M23 9LT,6380081.00,6155391.00,3398229.00,1930042.00,8374934.00,773103.00,Not Applicable,5141555.00,0.00,1382759.00,957802.00,4394753.00,1407711.00,0.00,0.00,124998.00,99.00,275886.00,28.00,0.00,0.00,3099.00,738.00,75328.00,0.00,217.00,196.00,1356.00,411.00,0.00,43452.00,201.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,37.00,17.00,0.00,7.00,174.00,130.00,4.00,0.00,7575800.00,5349000.00,8126600.00,81 - 100%,Formal 6 facet survey,Not Applicable,0.00,1.30,18.30,12.45,0.00,51.45,8.25,0.00,8.25,1.00,2000.00,1979.00,84.00,20954500.00,8034760.00,8044084.00,0.00,0.00,Yes,306220.00,0.00,0.00,1128624.00,48012672.00,2440.00,34528.00,0.00,0.00,1232528.00,11681197.00,0.00,0.00,0.00,0.00,521964.00,0.00,0.00,81631.00,0.00,0.00,596542.00,169544.00,0.00,0.00,53792.00,127.77,236598.00,802.03,10608.00,34.00,0.00,0.00,0.00,0.00,1.00,131.59,0.00,0.00,598.00,0.75,79678.00,545.74,0.00,0.00,53175.00,148.51,643764.00,0.00,0.00,345629.00,3026.00,104.00,8.00,1.50,0.00,No,0.00,0.00,8415040.00,282.11,0.00,0.00,Combination of inpatient and outpatient meals,3581043.00,718856.00,Complete hostess service,501875.00,0.00,0.00,1. Contracted – Full service,2019164.00,Not Applicable,Not Applicable,1936000.00,0.00,No,0.00,0.00,2575055.00,81.98,0.00,0.00
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0A09,TRAFFORD GENERAL HOSPITAL,1. General acute hospital,1. Freehold,,M41 5SL,753801.00,943850.00,155904.00,564933.00,0.00,0.00,Not Applicable,1305885.00,32485.00,143041.00,0.00,1640216.00,340390.00,Not Applicable,Not Applicable,46818.00,100.00,132027.00,10.00,3.00,0.00,195.00,163.00,32806.00,366.00,49.00,146.00,1650.00,1168.00,0.00,10275.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,14.00,6.00,6.00,0.00,32.00,2.00,0.00,0.00,5895000.00,6445000.00,4774578.00,81 - 100%,Formal 6 facet survey,Not Applicable,0.00,2.17,9.49,28.67,20.80,12.57,1.65,1.62,23.03,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,298599.00,14094931.00,789.00,11161.00,0.00,0.00,670968.00,4883742.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,223265.00,39048.00,Not Applicable,Not Applicable,9140.00,18.39,28242.00,80.46,13316.00,51.81,0.00,0.00,0.00,0.00,12042.00,60.45,6996.00,39.10,0.00,0.00,28099.00,100.91,0.00,0.00,10139.00,90.21,0.00,Not Applicable,Not Applicable,63788.00,862.00,42.00,2.00,0.00,0.00,No,Not Applicable,Not Applicable,1233793.00,52.00,Not Applicable,Not Applicable,Inpatient meals only,580217.00,108483.00,Complete hostess service,0.00,Not Applicable,Not Applicable,2. Full service – In house,Not Applicable,198940.00,0.00,397579.00,0.00,No,Not Applicable,Not Applicable,464520.00,13.00,Not Applicable,Not Applicable
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0A47,DERMOTT MURPHY CLOSE - LONG STAY UNIT,8. Other inpatient,1. Freehold,,M20 1FQ,0.00,0.00,176951.00,0.00,0.00,0.00,Not Applicable,0.00,0.00,0.00,6875.00,4246.00,6605.00,Not Applicable,Not Applicable,1717.00,100.00,4636.00,0.00,0.00,0.00,0.00,0.00,1717.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81 - 100%,Formal 6 facet survey,Not Applicable,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,9393.00,415485.00,0.00,0.00,0.00,0.00,11673.00,93578.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,9404.00,1741.00,Not Applicable,Not Applicable,1181.00,2.80,4334.00,14.69,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.82,0.00,0.00,0.00,0.00,1101.00,7.54,0.00,0.00,103.00,0.29,0.00,Not Applicable,Not Applicable,3170.00,14.00,4.00,0.00,1.50,0.00,No,Not Applicable,Not Applicable,68817.00,4.00,Not Applicable,Not Applicable,Inpatient meals only,76224.00,24090.00,Complete hostess service,0.00,Not Applicable,Not Applicable,1. Contracted – Full service,25122.00,Not Applicable,Not Applicable,62002.00,0.00,No,Not Applicable,Not Applicable,0.00,0.00,Not Applicable,Not Applicable
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0A49,BUCCLEUCH LODGE,8. Other inpatient,1. Freehold,,M20 2XA,69099.00,63400.00,0.00,0.00,0.00,0.00,Not Applicable,60815.00,0.00,0.00,7664.00,4733.00,7363.00,Not Applicable,Not Applicable,1914.00,100.00,5168.00,0.00,0.00,0.00,0.00,0.00,1914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,81 - 100%,Formal 6 facet survey,Not Applicable,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,15074.00,484500.00,0.00,0.00,0.00,0.00,15107.00,111522.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,5357.00,1668.00,Not Applicable,Not Applicable,73.00,0.17,1243.00,4.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1083.00,7.42,0.00,0.00,103.00,0.29,0.00,Not Applicable,Not Applicable,3534.00,219.00,2.00,0.00,1.50,0.00,No,Not Applicable,Not Applicable,76713.00,3.00,Not Applicable,Not Applicable,Inpatient meals only,60670.00,15330.00,Complete hostess service,0.00,Not Applicable,Not Applicable,1. Contracted – Full service,12052.00,Not Applicable,Not Applicable,29743.00,0.00,No,Not Applicable,Not Applicable,22064.00,1.00,Not Applicable,Not Applicable
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,ACUTE - TEACHING,R0AORS,OTHER REPORTABLE SITES,Other Reportable Site,,,M13 9WL,229306.00,289266.00,5594336.00,693762.00,0.00,12886.00,0.00,1166565.00,21182.00,196036.00,174803.00,694639.00,117559.00,Not Applicable,Not Applicable,72831.00,100.00,207595.00,Not Applicable,Not Applicable,0.00,32.00,0.00,40062.00,2037.00,0.00,50.00,114.00,0.00,0.00,20741.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Trust/Internal survey,Not Applicable,0.00,38.04,2.17,11.96,15.22,9.78,6.52,1.09,15.22,1.00,100.00,175.00,90.00,2486945.00,1158860.00,718495.00,0.00,0.00,Yes,15410.00,0.00,0.00,195662.00,7881639.00,781.00,11057.00,0.00,0.00,442196.00,3067759.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4928.00,Not Applicable,Not Applicable,209200.00,27665.00,Not Applicable,Not Applicable,4647.00,10.00,7933.00,23.00,14508.00,44.00,0.00,0.00,0.00,0.00,3273.00,30.00,0.00,0.00,0.00,0.00,28108.00,145.00,0.00,0.00,6752.00,57.00,10341.00,Not Applicable,Not Applicable,33896.00,309.00,30.00,4.00,0.00,0.00,No,Not Applicable,Not Applicable,1500797.00,20.00,Not Applicable,Not Applicable,Combination of inpatient and outpatient meals,0.00,0.00,Partial hostess service,86704.00,Not Applicable,Not Applicable,4. Hybrid,Not Applicable,53780.00,26396.00,55895.00,0.00,Not Applicable,Not Applicable,Not Applicable,236455.00,5.00,Not Applicable,Not Applicable
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST ,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - LARGE,R0B01,SUNDERLAND ROYAL HOSPITAL,1. General acute hospital,1. Freehold,,SR4 7TP,3417947.00,4272509.00,3092825.00,1989903.00,779976.00,230594.00,Not Applicable,3622008.00,8851.00,2868309.00,301963.00,3903838.00,160790.00,Not Applicable,Not Applicable,125398.00,100.00,305451.00,11.34,0.00,0.00,357.00,908.00,95657.00,1493.00,419.00,1263.00,1436.00,1482.00,100.00,20734.00,25.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,1.25,0.00,123.00,114.00,61.00,1020410.00,3066043.00,3673607.00,2460493.00,41 - 60%,Combination of above,"Formal 6 Facet, desktop reviewed",1.84,24.11,24.39,10.27,30.91,1.07,0.28,0.00,7.13,1.00,1500.00,1667.00,72.00,26118688.00,13599000.00,10615424.00,0.00,0.00,Yes,5329000.00,0.00,0.00,1276735.00,51888460.00,13940.00,333293.00,0.00,0.00,738348.00,4481244.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,433142.00,174354.00,Not Applicable,Not Applicable,93602.00,37.40,293080.00,318.20,148976.00,533.60,0.00,0.00,0.00,0.00,37611.00,329.00,0.00,0.00,0.00,0.00,46741.00,294.00,0.00,0.00,17192.00,74.10,266667.00,Not Applicable,Not Applicable,29089.00,1714.00,86.00,34.00,1.50,0.00,No,Not Applicable,Not Applicable,4716935.00,199.42,Not Applicable,Not Applicable,Inpatient meals only,1893906.00,737597.00,Partial hostess service,10291.00,Not Applicable,Not Applicable,1. Contracted – Full service,1031616.00,Not Applicable,Not Applicable,4347518.00,0.00,No,Not Applicable,Not Applicable,2117419.00,77.06,Not Applicable,Not Applicable
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST ,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - LARGE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1. General acute hospital,1. Freehold,,NE34 0PL,1776014.00,1870175.00,0.00,670456.00,115870.00,0.00,Not Applicable,2201680.00,91341.00,502856.00,96147.00,2078045.00,368317.00,Not Applicable,Not Applicable,53771.00,100.00,109445.00,14.04,2.00,0.00,456.00,0.00,25256.00,775.00,310.00,580.00,6301.00,501.00,175.00,10903.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,12.10,10.20,20.70,1.50,54.00,43.00,2.00,62232.00,4210560.00,7418161.00,4088777.00,81 - 100%,Combination of above,Require updated 6 facet,0.81,0.00,5.19,43.95,1.39,23.11,0.00,0.00,25.55,1.00,531.00,630.00,86.00,11592826.00,5598410.00,4126544.00,0.00,0.00,Yes,1401020.00,0.00,0.00,564286.00,27574665.00,5646.00,173267.00,0.00,0.00,265206.00,1863496.00,0.00,0.00,0.00,0.00,15462.00,0.00,0.00,0.00,Not Applicable,Not Applicable,246681.00,161525.00,Not Applicable,Not Applicable,17745.00,25.14,177931.00,162.87,13689.00,70.54,0.00,0.00,0.00,0.00,4527.00,68.66,226.00,1.44,0.00,0.00,23282.00,181.54,0.00,0.00,3750.00,20.81,164021.00,Not Applicable,Not Applicable,542.00,876.00,32.00,0.00,1.50,0.09,No,Not Applicable,Not Applicable,2259231.00,84.80,Not Applicable,Not Applicable,Inpatient meals only,1406611.00,220549.00,Complete hostess service,700489.00,Not Applicable,Not Applicable,1. Contracted – Full service,416007.00,Not Applicable,Not Applicable,1086739.00,0.00,No,Not Applicable,Not Applicable,1441148.00,49.42,Not Applicable,Not Applicable
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST ,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - LARGE,R0B0RS,OTHER REPORTABLE SITES,Other Reportable Site,,,,103984.00,246213.00,7463393.00,360174.00,9823.00,2094.00,0.00,137755.00,3084.00,72703.00,21083.00,320656.00,80764.00,Not Applicable,Not Applicable,34342.00,100.00,88179.00,Not Applicable,Not Applicable,0.00,0.00,0.00,19931.00,384.00,0.00,82.00,6056.00,0.00,0.00,5291.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,9.94,2.59,8.09,1.78,24.00,10.00,0.00,944207.00,1721220.00,1172383.00,1092971.00,81 - 100%,Combination of above,Require updated 6 facet,7.70,42.12,1.95,1.54,21.19,5.76,4.97,1.01,13.76,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,115264.00,4118637.00,0.00,0.00,0.00,0.00,301898.00,1667676.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,61941.00,30836.00,Not Applicable,Not Applicable,2722.00,1.12,9703.00,12.04,5068.00,18.46,0.00,0.00,0.00,0.00,4450.00,26.52,0.00,0.00,0.00,0.00,8257.00,26.84,0.00,0.00,4876.00,7.21,8850.00,Not Applicable,Not Applicable,0.00,411.00,18.00,4.00,1.50,0.00,No,Not Applicable,Not Applicable,229526.00,9.64,Not Applicable,Not Applicable,No meal provision,Not Applicable,Not Applicable,Not Applicable,0.00,Not Applicable,Not Applicable,1. Contracted – Full service,27054.00,Not Applicable,Not Applicable,67090.00,0.00,No,Not Applicable,Not Applicable,51584.00,2.03,Not Applicable,Not Applicable
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST ,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - LARGE,R0B0U,ST BENEDICT'S HOSPICE (MONKWEARMOUTH HOSPITAL),8. Other inpatient,1. Freehold,,SR2 0NY,155476.00,304584.00,0.00,136960.00,0.00,0.00,Not Applicable,59943.00,0.00,0.00,7030.00,51068.00,26929.00,Not Applicable,Not Applicable,3193.00,100.00,7703.00,2.88,0.00,0.00,0.00,0.00,1886.00,0.00,0.00,0.00,612.00,0.00,0.00,695.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,9.90,14.00,0.00,0.00,0.00,0.00,126000.00,66000.00,81 - 100%,Combination of above,Review of 6 facet survey ,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,16750.00,603242.00,0.00,0.00,0.00,0.00,60253.00,320961.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43567.00,Not Applicable,Not Applicable,3223.00,1746.00,Not Applicable,Not Applicable,627.00,0.66,681.00,0.81,70.00,0.35,0.00,0.00,0.00,0.00,1680.00,6.60,15.00,0.90,0.00,0.00,2304.00,15.37,0.00,0.00,469.00,1.04,0.00,Not Applicable,Not Applicable,0.00,74.00,5.00,1.00,0.00,0.00,No,Not Applicable,Not Applicable,161596.00,5.70,Not Applicable,Not Applicable,Inpatient meals only,284089.00,11195.00,Complete hostess service,0.00,Not Applicable,Not Applicable,1. Contracted – Full service,15234.00,Not Applicable,Not Applicable,49380.00,0.00,No,Not Applicable,Not Applicable,50714.00,2.00,Not Applicable,Not Applicable
